 0.147 -0.202  0.025  0.002 -0.003
 0.159 -0.193  0.025  0.003 -0.003
 0.171 -0.182  0.025  0.003 -0.003
 0.182 -0.171  0.025  0.003 -0.003
 0.193 -0.159  0.025  0.003 -0.003
 0.202 -0.147  0.025  0.003 -0.002
 0.211 -0.134  0.025  0.004 -0.002
 0.219 -0.120  0.025  0.004 -0.002
 0.226 -0.106  0.025  0.004 -0.002
 0.232 -0.092  0.025  0.004 -0.002
 0.238 -0.077  0.025  0.004 -0.001
 0.242 -0.062  0.025  0.004 -0.001
 0.246 -0.047  0.025  0.004 -0.001
 0.248 -0.031  0.025  0.004 -0.001
 0.250 -0.016  0.025  0.004 -0.000
 0.250  0.000  0.025  0.004  0.000
 0.299  0.019  0.020  0.004  0.000
 0.298  0.038  0.020  0.004  0.000
 0.295  0.056  0.020  0.004  0.001
 0.291  0.075  0.020  0.004  0.001
 0.285  0.093  0.020  0.004  0.001
 0.279  0.110  0.020  0.004  0.001
 0.271  0.128  0.020  0.004  0.002
 0.263  0.145  0.020  0.003  0.002
 0.253  0.161  0.020  0.003  0.002
 0.243  0.176  0.020  0.003  0.002
 0.231  0.191  0.020  0.003  0.003
 0.219  0.205  0.020  0.003  0.003
 0.205  0.219  0.020  0.003  0.003
 0.191  0.231  0.020  0.003  0.003
 0.176  0.243  0.020  0.002  0.003
 0.161  0.253  0.020  0.002  0.003
 0.145  0.263  0.020  0.002  0.003
 0.128  0.271  0.020  0.002  0.004
 0.110  0.279  0.020  0.001  0.004
 0.093  0.285  0.020  0.001  0.004
 0.075  0.291  0.020  0.001  0.004
 0.056  0.295  0.020  0.001  0.004
 0.038  0.298  0.020  0.000  0.004
 0.019  0.299  0.020  0.000  0.004
-0.000  0.300  0.020 -0.000  0.004
-0.019  0.299  0.020 -0.000  0.004
-0.038  0.298  0.020 -0.000  0.004
-0.056  0.295  0.020 -0.001  0.004
-0.075  0.291  0.020 -0.001  0.004
-0.093  0.285  0.020 -0.001  0.004
-0.110  0.279  0.020 -0.001  0.004
-0.128  0.271  0.020 -0.002  0.004
-0.145  0.263  0.020 -0.002  0.003
-0.161  0.253  0.020 -0.002  0.003
-0.176  0.243  0.020 -0.002  0.003
-0.191  0.231  0.020 -0.003  0.003
-0.205  0.219  0.020 -0.003  0.003
-0.219  0.205  0.020 -0.003  0.003
-0.231  0.191  0.020 -0.003  0.003
-0.243  0.176  0.020 -0.003  0.002
-0.253  0.161  0.020 -0.003  0.002
-0.263  0.145  0.020 -0.003  0.002
-0.271  0.128  0.020 -0.004  0.002
-0.279  0.110  0.020 -0.004  0.001
-0.285  0.093  0.020 -0.004  0.001
-0.291  0.075  0.020 -0.004  0.001
-0.295  0.056  0.020 -0.004  0.001
-0.298  0.038  0.020 -0.004  0.000
-0.299  0.019  0.020 -0.004  0.000
-0.300 -0.000  0.020 -0.004 -0.000
-0.299 -0.019  0.020 -0.004 -0.000
-0.298 -0.038  0.020 -0.004 -0.000
-0.295 -0.056  0.020 -0.004 -0.001
-0.291 -0.075  0.020 -0.004 -0.001
-0.285 -0.093  0.020 -0.004 -0.001
-0.279 -0.110  0.020 -0.004 -0.001
-0.271 -0.128  0.020 -0.004 -0.002
-0.263 -0.145  0.020 -0.003 -0.002
-0.253 -0.161  0.020 -0.003 -0.002
-0.243 -0.176  0.020 -0.003 -0.002
-0.231 -0.191  0.020 -0.003 -0.003
-0.219 -0.205  0.020 -0.003 -0.003
-0.205 -0.219  0.020 -0.003 -0.003
-0.191 -0.231  0.020 -0.003 -0.003
-0.176 -0.243  0.020 -0.002 -0.003
-0.161 -0.253  0.020 -0.002 -0.003
-0.145 -0.263  0.020 -0.002 -0.003
-0.128 -0.271  0.020 -0.002 -0.004
-0.110 -0.279  0.020 -0.001 -0.004
-0.093 -0.285  0.020 -0.001 -0.004
-0.075 -0.291  0.020 -0.001 -0.004
-0.056 -0.295  0.020 -0.001 -0.004
-0.038 -0.298  0.020 -0.000 -0.004
-0.019 -0.299  0.020 -0.000 -0.004
 0.000 -0.300  0.020  0.000 -0.004
 0.019 -0.299  0.020  0.000 -0.004
 0.038 -0.298  0.020  0.000 -0.004
 0.056 -0.295  0.020  0.001 -0.004
 0.075 -0.291  0.020  0.001 -0.004
 0.093 -0.285  0.020  0.001 -0.004
 0.110 -0.279  0.020  0.001 -0.004
 0.128 -0.271  0.020  0.002 -0.004
 0.145 -0.263  0.020  0.002 -0.003
 0.161 -0.253  0.020  0.002 -0.003
 0.176 -0.243  0.020  0.002 -0.003
 0.191 -0.231  0.020  0.003 -0.003
 0.205 -0.219  0.020  0.003 -0.003
 0.219 -0.205  0.020  0.003 -0.003
 0.231 -0.191  0.020  0.003 -0.003
 0.243 -0.176  0.020  0.003 -0.002
 0.253 -0.161  0.020  0.003 -0.002
 0.263 -0.145  0.020  0.003 -0.002
 0.271 -0.128  0.020  0.004 -0.002
 0.279 -0.110  0.020  0.004 -0.001
 0.285 -0.093  0.020  0.004 -0.001
 0.291 -0.075  0.020  0.004 -0.001
 0.295 -0.056  0.020  0.004 -0.001
 0.298 -0.038  0.020  0.004 -0.000
 0.299 -0.019  0.020  0.004 -0.000
 0.300  0.000  0.020  0.004  0.000
 0.349  0.022  0.017  0.003  0.000
 0.347  0.044  0.017  0.003  0.000
 0.344  0.066  0.017  0.003  0.001
 0.339  0.087  0.017  0.003  0.001
 0.333  0.108  0.017  0.003  0.001
 0.325  0.129  0.017  0.003  0.001
 0.317  0.149  0.017  0.003  0.001
 0.307  0.169  0.017  0.003  0.001
 0.296  0.188  0.017  0.002  0.002
 0.283  0.206  0.017  0.002  0.002
 0.270  0.223  0.017  0.002  0.002
 0.255  0.240  0.017  0.002  0.002
 0.240  0.255  0.017  0.002  0.002
 0.223  0.270  0.017  0.002  0.002
 0.206  0.283  0.017  0.002  0.002
 0.188  0.296  0.017  0.002  0.002
 0.169  0.307  0.017  0.001  0.003
 0.149  0.317  0.017  0.001  0.003
 0.129  0.325  0.017  0.001  0.003
 0.108  0.333  0.017  0.001  0.003
 0.087  0.339  0.017  0.001  0.003
 0.066  0.344  0.017  0.001  0.003
 0.044  0.347  0.017  0.000  0.003
 0.022  0.349  0.017  0.000  0.003
-0.000  0.350  0.017 -0.000  0.003
-0.022  0.349  0.017 -0.000  0.003
-0.044  0.347  0.017 -0.000  0.003
-0.066  0.344  0.017 -0.001  0.003
-0.087  0.339  0.017 -0.001  0.003
-0.108  0.333  0.017 -0.001  0.003
-0.129  0.325  0.017 -0.001  0.003
-0.149  0.317  0.017 -0.001  0.003
-0.169  0.307  0.017 -0.001  0.003
-0.188  0.296  0.017 -0.002  0.002
-0.206  0.283  0.017 -0.002  0.002
-0.223  0.270  0.017 -0.002  0.002
-0.240  0.255  0.017 -0.002  0.002
-0.255  0.240  0.017 -0.002  0.002
-0.270  0.223  0.017 -0.002  0.002
-0.283  0.206  0.017 -0.002  0.002
-0.296  0.188  0.017 -0.002  0.002
-0.307  0.169  0.017 -0.003  0.001
-0.317  0.149  0.017 -0.003  0.001
-0.325  0.129  0.017 -0.003  0.001
-0.333  0.108  0.017 -0.003  0.001
-0.339  0.087  0.017 -0.003  0.001
-0.344  0.066  0.017 -0.003  0.001
-0.347  0.044  0.017 -0.003  0.000
-0.349  0.022  0.017 -0.003  0.000
-0.350 -0.000  0.017 -0.003 -0.000
-0.349 -0.022  0.017 -0.003 -0.000
-0.347 -0.044  0.017 -0.003 -0.000
-0.344 -0.066  0.017 -0.003 -0.001
-0.339 -0.087  0.017 -0.003 -0.001
-0.333 -0.108  0.017 -0.003 -0.001
-0.325 -0.129  0.017 -0.003 -0.001
-0.317 -0.149  0.017 -0.003 -0.001
-0.307 -0.169  0.017 -0.003 -0.001
-0.296 -0.188  0.017 -0.002 -0.002
-0.283 -0.206  0.017 -0.002 -0.002
-0.270 -0.223  0.017 -0.002 -0.002
-0.255 -0.240  0.017 -0.002 -0.002
-0.240 -0.255  0.017 -0.002 -0.002
-0.223 -0.270  0.017 -0.002 -0.002
-0.206 -0.283  0.017 -0.002 -0.002
-0.188 -0.296  0.017 -0.002 -0.002
-0.169 -0.307  0.017 -0.001 -0.003
-0.149 -0.317  0.017 -0.001 -0.003
-0.129 -0.325  0.017 -0.001 -0.003
-0.108 -0.333  0.017 -0.001 -0.003
-0.087 -0.339  0.017 -0.001 -0.003
-0.066 -0.344  0.017 -0.001 -0.003
-0.044 -0.347  0.017 -0.000 -0.003
-0.022 -0.349  0.017 -0.000 -0.003
 0.000 -0.350  0.017  0.000 -0.003
 0.022 -0.349  0.017  0.000 -0.003
 0.044 -0.347  0.017  0.000 -0.003
 0.066 -0.344  0.017  0.001 -0.003
 0.087 -0.339  0.017  0.001 -0.003
 0.108 -0.333  0.017  0.001 -0.003
 0.129 -0.325  0.017  0.001 -0.003
 0.149 -0.317  0.017  0.001 -0.003
 0.169 -0.307  0.017  0.001 -0.003
 0.188 -0.296  0.017  0.002 -0.002
 0.206 -0.283  0.017  0.002 -0.002
 0.223 -0.270  0.017  0.002 -0.002
 0.240 -0.255  0.017  0.002 -0.002
 0.255 -0.240  0.017  0.002 -0.002
 0.270 -0.223  0.017  0.002 -0.002
 0.283 -0.206  0.017  0.002 -0.002
 0.296 -0.188  0.017  0.002 -0.002
 0.307 -0.169  0.017  0.003 -0.001
 0.317 -0.149  0.017  0.003 -0.001
 0.325 -0.129  0.017  0.003 -0.001
 0.333 -0.108  0.017  0.003 -0.001
 0.339 -0.087  0.017  0.003 -0.001
 0.344 -0.066  0.017  0.003 -0.001
 0.347 -0.044  0.017  0.003 -0.000
 0.349 -0.022  0.017  0.003 -0.000
 0.350  0.000  0.017  0.003  0.000
 0.399  0.025  0.015  0.002  0.000
 0.397  0.050  0.015  0.002  0.000
 0.393  0.075  0.015  0.002  0.000
 0.387  0.099  0.015  0.002  0.001
 0.380  0.124  0.015  0.002  0.001
 0.372  0.147  0.015  0.002  0.001
 0.362  0.170  0.015  0.002  0.001
 0.351  0.193  0.015  0.002  0.001
 0.338  0.214  0.015  0.002  0.001
 0.324  0.235  0.015  0.002  0.001
 0.308  0.255  0.015  0.002  0.001
 0.292  0.274  0.015  0.002  0.001
 0.274  0.292  0.015  0.001  0.002
 0.255  0.308  0.015  0.001  0.002
 0.235  0.324  0.015  0.001  0.002
 0.214  0.338  0.015  0.001  0.002
 0.193  0.351  0.015  0.001  0.002
 0.170  0.362  0.015  0.001  0.002
 0.147  0.372  0.015  0.001  0.002
 0.124  0.380  0.015  0.001  0.002
 0.099  0.387  0.015  0.001  0.002
 0.075  0.393  0.015  0.000  0.002
 0.050  0.397  0.015  0.000  0.002
 0.025  0.399  0.015  0.000  0.002
-0.000  0.400  0.015 -0.000  0.002
-0.025  0.399  0.015 -0.000  0.002
-0.050  0.397  0.015 -0.000  0.002
-0.075  0.393  0.015 -0.000  0.002
-0.099  0.387  0.015 -0.001  0.002
-0.124  0.380  0.015 -0.001  0.002
-0.147  0.372  0.015 -0.001  0.002
-0.170  0.362  0.015 -0.001  0.002
-0.193  0.351  0.015 -0.001  0.002
-0.214  0.338  0.015 -0.001  0.002
-0.235  0.324  0.015 -0.001  0.002
-0.255  0.308  0.015 -0.001  0.002
-0.274  0.292  0.015 -0.001  0.002
-0.292  0.274  0.015 -0.002  0.001
-0.308  0.255  0.015 -0.002  0.001
-0.324  0.235  0.015 -0.002  0.001
-0.338  0.214  0.015 -0.002  0.001
-0.351  0.193  0.015 -0.002  0.001
-0.362  0.170  0.015 -0.002  0.001
-0.372  0.147  0.015 -0.002  0.001
-0.380  0.124  0.015 -0.002  0.001
-0.387  0.099  0.015 -0.002  0.001
-0.393  0.075  0.015 -0.002  0.000
-0.397  0.050  0.015 -0.002  0.000
-0.399  0.025  0.015 -0.002  0.000
-0.400 -0.000  0.015 -0.002 -0.000
-0.399 -0.025  0.015 -0.002 -0.000
-0.397 -0.050  0.015 -0.002 -0.000
-0.393 -0.075  0.015 -0.002 -0.000
-0.387 -0.099  0.015 -0.002 -0.001
-0.380 -0.124  0.015 -0.002 -0.001
-0.372 -0.147  0.015 -0.002 -0.001
-0.362 -0.170  0.015 -0.002 -0.001
-0.351 -0.193  0.015 -0.002 -0.001
-0.338 -0.214  0.015 -0.002 -0.001
-0.324 -0.235  0.015 -0.002 -0.001
-0.308 -0.255  0.015 -0.002 -0.001
-0.292 -0.274  0.015 -0.002 -0.001
-0.274 -0.292  0.015 -0.001 -0.002
-0.255 -0.308  0.015 -0.001 -0.002
-0.235 -0.324  0.015 -0.001 -0.002
-0.214 -0.338  0.015 -0.001 -0.002
-0.193 -0.351  0.015 -0.001 -0.002
-0.170 -0.362  0.015 -0.001 -0.002
-0.147 -0.372  0.015 -0.001 -0.002
-0.124 -0.380  0.015 -0.001 -0.002
-0.099 -0.387  0.015 -0.001 -0.002
-0.075 -0.393  0.015 -0.000 -0.002
-0.050 -0.397  0.015 -0.000 -0.002
-0.025 -0.399  0.015 -0.000 -0.002
 0.000 -0.400  0.015  0.000 -0.002
 0.025 -0.399  0.015  0.000 -0.002
 0.050 -0.397  0.015  0.000 -0.002
 0.075 -0.393  0.015  0.000 -0.002
 0.099 -0.387  0.015  0.001 -0.002
 0.124 -0.380  0.015  0.001 -0.002
 0.147 -0.372  0.015  0.001 -0.002
 0.170 -0.362  0.015  0.001 -0.002
 0.193 -0.351  0.015  0.001 -0.002
 0.214 -0.338  0.015  0.001 -0.002
 0.235 -0.324  0.015  0.001 -0.002
 0.255 -0.308  0.015  0.001 -0.002
 0.274 -0.292  0.015  0.001 -0.002
 0.292 -0.274  0.015  0.002 -0.001
 0.308 -0.255  0.015  0.002 -0.001
 0.324 -0.235  0.015  0.002 -0.001
 0.338 -0.214  0.015  0.002 -0.001
 0.351 -0.193  0.015  0.002 -0.001
 0.362 -0.170  0.015  0.002 -0.001
 0.372 -0.147  0.015  0.002 -0.001
 0.380 -0.124  0.015  0.002 -0.001
 0.387 -0.099  0.015  0.002 -0.001
 0.393 -0.075  0.015  0.002 -0.000
 0.397 -0.050  0.015  0.002 -0.000
 0.399 -0.025  0.015  0.002 -0.000
 0.400  0.000  0.015  0.002  0.000
 0.449  0.028  0.013  0.002  0.000
 0.446  0.056  0.013  0.002  0.000
 0.442  0.084  0.013  0.002  0.000
 0.436  0.112  0.013  0.002  0.000
 0.428  0.139  0.013  0.002  0.001
 0.418  0.166  0.013  0.002  0.001
 0.407  0.192  0.013  0.002  0.001
 0.394  0.217  0.013  0.002  0.001
 0.380  0.241  0.013  0.001  0.001
 0.364  0.265  0.013  0.001  0.001
 0.347  0.287  0.013  0.001  0.001
 0.328  0.308  0.013  0.001  0.001
 0.308  0.328  0.013  0.001  0.001
 0.287  0.347  0.013  0.001  0.001
 0.265  0.364  0.013  0.001  0.001
 0.241  0.380  0.013  0.001  0.001
 0.217  0.394  0.013  0.001  0.002
 0.192  0.407  0.013  0.001  0.002
 0.166  0.418  0.013  0.001  0.002
 0.139  0.428  0.013  0.001  0.002
 0.112  0.436  0.013  0.000  0.002
 0.084  0.442  0.013  0.000  0.002
 0.056  0.446  0.013  0.000  0.002
 0.028  0.449  0.013  0.000  0.002
-0.000  0.450  0.013 -0.000  0.002
-0.028  0.449  0.013 -0.000  0.002
-0.056  0.446  0.013 -0.000  0.002
-0.084  0.442  0.013 -0.000  0.002
-0.112  0.436  0.013 -0.000  0.002
-0.139  0.428  0.013 -0.001  0.002
-0.166  0.418  0.013 -0.001  0.002
-0.192  0.407  0.013 -0.001  0.002
-0.217  0.394  0.013 -0.001  0.002
-0.241  0.380  0.013 -0.001  0.001
-0.265  0.364  0.013 -0.001  0.001
-0.287  0.347  0.013 -0.001  0.001
-0.308  0.328  0.013 -0.001  0.001
-0.328  0.308  0.013 -0.001  0.001
-0.347  0.287  0.013 -0.001  0.001
-0.364  0.265  0.013 -0.001  0.001
-0.380  0.241  0.013 -0.001  0.001
-0.394  0.217  0.013 -0.002  0.001
-0.407  0.192  0.013 -0.002  0.001
-0.418  0.166  0.013 -0.002  0.001
-0.428  0.139  0.013 -0.002  0.001
-0.436  0.112  0.013 -0.002  0.000
-0.442  0.084  0.013 -0.002  0.000
-0.446  0.056  0.013 -0.002  0.000
-0.449  0.028  0.013 -0.002  0.000
-0.450 -0.000  0.013 -0.002 -0.000
-0.449 -0.028  0.013 -0.002 -0.000
-0.446 -0.056  0.013 -0.002 -0.000
-0.442 -0.084  0.013 -0.002 -0.000
-0.436 -0.112  0.013 -0.002 -0.000
-0.428 -0.139  0.013 -0.002 -0.001
-0.418 -0.166  0.013 -0.002 -0.001
-0.407 -0.192  0.013 -0.002 -0.001
-0.394 -0.217  0.013 -0.002 -0.001
-0.380 -0.241  0.013 -0.001 -0.001
-0.364 -0.265  0.013 -0.001 -0.001
-0.347 -0.287  0.013 -0.001 -0.001
-0.328 -0.308  0.013 -0.001 -0.001
-0.308 -0.328  0.013 -0.001 -0.001
-0.287 -0.347  0.013 -0.001 -0.001
-0.265 -0.364  0.013 -0.001 -0.001
-0.241 -0.380  0.013 -0.001 -0.001
-0.217 -0.394  0.013 -0.001 -0.002
-0.192 -0.407  0.013 -0.001 -0.002
-0.166 -0.418  0.013 -0.001 -0.002
-0.139 -0.428  0.013 -0.001 -0.002
-0.112 -0.436  0.013 -0.000 -0.002
-0.084 -0.442  0.013 -0.000 -0.002
-0.056 -0.446  0.013 -0.000 -0.002
-0.028 -0.449  0.013 -0.000 -0.002
 0.000 -0.450  0.013  0.000 -0.002
 0.028 -0.449  0.013  0.000 -0.002
 0.056 -0.446  0.013  0.000 -0.002
 0.084 -0.442  0.013  0.000 -0.002
 0.112 -0.436  0.013  0.000 -0.002
 0.139 -0.428  0.013  0.001 -0.002
 0.166 -0.418  0.013  0.001 -0.002
 0.192 -0.407  0.013  0.001 -0.002
 0.217 -0.394  0.013  0.001 -0.002
 0.241 -0.380  0.013  0.001 -0.001
 0.265 -0.364  0.013  0.001 -0.001
 0.287 -0.347  0.013  0.001 -0.001
 0.308 -0.328  0.013  0.001 -0.001
 0.328 -0.308  0.013  0.001 -0.001
 0.347 -0.287  0.013  0.001 -0.001
 0.364 -0.265  0.013  0.001 -0.001
 0.380 -0.241  0.013  0.001 -0.001
 0.394 -0.217  0.013  0.002 -0.001
 0.407 -0.192  0.013  0.002 -0.001
 0.418 -0.166  0.013  0.002 -0.001
 0.428 -0.139  0.013  0.002 -0.001
 0.436 -0.112  0.013  0.002 -0.000
 0.442 -0.084  0.013  0.002 -0.000
 0.446 -0.056  0.013  0.002 -0.000
 0.449 -0.028  0.013  0.002 -0.000
 0.450  0.000  0.013  0.002  0.000
 0.499  0.031  0.011  0.001  0.000
 0.496  0.063  0.011  0.001  0.000
 0.491  0.094  0.011  0.001  0.000
 0.484  0.124  0.011  0.001  0.000
 0.476  0.155  0.011  0.001  0.000
 0.465  0.184  0.011  0.001  0.001
 0.452  0.213  0.011  0.001  0.001
 0.438  0.241  0.011  0.001  0.001
 0.422  0.268  0.011  0.001  0.001
 0.405  0.294  0.011  0.001  0.001
 0.385  0.319  0.011  0.001  0.001
 0.364  0.342  0.011  0.001  0.001
 0.342  0.364  0.011  0.001  0.001
 0.319  0.385  0.011  0.001  0.001
 0.294  0.405  0.011  0.001  0.001
 0.268  0.422  0.011  0.001  0.001
 0.241  0.438  0.011  0.001  0.001
 0.213  0.452  0.011  0.001  0.001
 0.184  0.465  0.011  0.001  0.001
 0.155  0.476  0.011  0.000  0.001
 0.124  0.484  0.011  0.000  0.001
 0.094  0.491  0.011  0.000  0.001
 0.063  0.496  0.011  0.000  0.001
 0.031  0.499  0.011  0.000  0.001
-0.000  0.500  0.011 -0.000  0.001
-0.031  0.499  0.011 -0.000  0.001
-0.063  0.496  0.011 -0.000  0.001
-0.094  0.491  0.011 -0.000  0.001
-0.124  0.484  0.011 -0.000  0.001
-0.155  0.476  0.011 -0.000  0.001
-0.184  0.465  0.011 -0.001  0.001
-0.213  0.452  0.011 -0.001  0.001
-0.241  0.438  0.011 -0.001  0.001
-0.268  0.422  0.011 -0.001  0.001
-0.294  0.405  0.011 -0.001  0.001
-0.319  0.385  0.011 -0.001  0.001
-0.342  0.364  0.011 -0.001  0.001
-0.364  0.342  0.011 -0.001  0.001
-0.385  0.319  0.011 -0.001  0.001
-0.405  0.294  0.011 -0.001  0.001
-0.422  0.268  0.011 -0.001  0.001
-0.438  0.241  0.011 -0.001  0.001
-0.452  0.213  0.011 -0.001  0.001
-0.465  0.184  0.011 -0.001  0.001
-0.476  0.155  0.011 -0.001  0.000
-0.484  0.124  0.011 -0.001  0.000
-0.491  0.094  0.011 -0.001  0.000
-0.496  0.063  0.011 -0.001  0.000
-0.499  0.031  0.011 -0.001  0.000
-0.500 -0.000  0.011 -0.001 -0.000
-0.499 -0.031  0.011 -0.001 -0.000
-0.496 -0.063  0.011 -0.001 -0.000
-0.491 -0.094  0.011 -0.001 -0.000
-0.484 -0.124  0.011 -0.001 -0.000
-0.476 -0.155  0.011 -0.001 -0.000
-0.465 -0.184  0.011 -0.001 -0.001
-0.452 -0.213  0.011 -0.001 -0.001
-0.438 -0.241  0.011 -0.001 -0.001
-0.422 -0.268  0.011 -0.001 -0.001
-0.405 -0.294  0.011 -0.001 -0.001
-0.385 -0.319  0.011 -0.001 -0.001
-0.364 -0.342  0.011 -0.001 -0.001
-0.342 -0.364  0.011 -0.001 -0.001
-0.319 -0.385  0.011 -0.001 -0.001
-0.294 -0.405  0.011 -0.001 -0.001
-0.268 -0.422  0.011 -0.001 -0.001
-0.241 -0.438  0.011 -0.001 -0.001
-0.213 -0.452  0.011 -0.001 -0.001
-0.184 -0.465  0.011 -0.001 -0.001
-0.155 -0.476  0.011 -0.000 -0.001
-0.124 -0.484  0.011 -0.000 -0.001
-0.094 -0.491  0.011 -0.000 -0.001
-0.063 -0.496  0.011 -0.000 -0.001
-0.031 -0.499  0.011 -0.000 -0.001
 0.000 -0.500  0.011  0.000 -0.001
 0.031 -0.499  0.011  0.000 -0.001
 0.063 -0.496  0.011  0.000 -0.001
 0.094 -0.491  0.011  0.000 -0.001
 0.124 -0.484  0.011  0.000 -0.001
 0.155 -0.476  0.011  0.000 -0.001
 0.184 -0.465  0.011  0.001 -0.001
 0.213 -0.452  0.011  0.001 -0.001
 0.241 -0.438  0.011  0.001 -0.001
 0.268 -0.422  0.011  0.001 -0.001
 0.294 -0.405  0.011  0.001 -0.001
 0.319 -0.385  0.011  0.001 -0.001
 0.342 -0.364  0.011  0.001 -0.001
 0.364 -0.342  0.011  0.001 -0.001
 0.385 -0.319  0.011  0.001 -0.001
 0.405 -0.294  0.011  0.001 -0.001
 0.422 -0.268  0.011  0.001 -0.001
 0.438 -0.241  0.011  0.001 -0.001
 0.452 -0.213  0.011  0.001 -0.001
 0.465 -0.184  0.011  0.001 -0.001
 0.476 -0.155  0.011  0.001 -0.000
 0.484 -0.124  0.011  0.001 -0.000
 0.491 -0.094  0.011  0.001 -0.000
 0.496 -0.063  0.011  0.001 -0.000
 0.499 -0.031  0.011  0.001 -0.000
 0.500  0.000  0.011  0.001  0.000
 0.549  0.035  0.010  0.001  0.000
 0.546  0.069  0.010  0.001  0.000
 0.540  0.103  0.010  0.001  0.000
 0.533  0.137  0.010  0.001  0.000
 0.523  0.170  0.010  0.001  0.000
 0.511  0.202  0.010  0.001  0.000
 0.498  0.234  0.010  0.001  0.000
 0.482  0.265  0.010  0.001  0.001
 0.464  0.295  0.010  0.001  0.001
 0.445  0.323  0.010  0.001  0.001
 0.424  0.351  0.010  0.001  0.001
 0.401  0.377  0.010  0.001  0.001
 0.377  0.401  0.010  0.001  0.001
 0.351  0.424  0.010  0.001  0.001
 0.323  0.445  0.010  0.001  0.001
 0.295  0.464  0.010  0.001  0.001
 0.265  0.482  0.010  0.001  0.001
 0.234  0.498  0.010  0.000  0.001
 0.202  0.511  0.010  0.000  0.001
 0.170  0.523  0.010  0.000  0.001
 0.137  0.533  0.010  0.000  0.001
 0.103  0.540  0.010  0.000  0.001
 0.069  0.546  0.010  0.000  0.001
