         -41          -9
         -41          -8
         -41          -7
         -41          -6
         -41          -5
         -41          -4
         -41          -3
         -41          -2
         -41          -1
         -41           0
         -41           1
         -41           2
         -41           3
         -41           4
         -41           5
         -41           6
         -41           7
         -41           8
         -41           9
         -40         -15
         -40         -14
         -40         -13
         -40         -12
         -40         -11
         -40         -10
         -40          -9
         -40           9
         -40          10
         -40          11
         -40          12
         -40          13
         -40          14
         -40          15
         -39         -19
         -39         -18
         -39         -17
         -39         -16
         -39         -15
         -39          15
         -39          16
         -39          17
         -39          18
         -39          19
         -38         -22
         -38         -21
         -38         -20
         -38         -19
         -38          19
         -38          20
         -38          21
         -38          22
         -37         -24
         -37         -23
         -37         -22
         -37         -21
         -37          21
         -37          22
         -37          23
         -37          24
         -36         -26
         -36         -25
         -36         -24
         -36          24
         -36          25
         -36          26
         -35         -28
         -35         -27
         -35         -26
         -35          26
         -35          27
         -35          28
         -34         -29
         -34         -28
         -34         -27
         -34          27
         -34          28
         -34          29
         -33         -30
         -33         -29
         -33          29
         -33          30
         -32         -31
         -32         -30
         -32          30
         -32          31
         -31         -32
         -31         -31
         -31          -3
         -31          -2
         -31          -1
         -31           0
         -31           1
         -31           2
         -31           3
         -31          31
         -31          32
         -30         -33
         -30         -32
         -30          -9
         -30          -8
         -30          -7
         -30          -6
         -30          -5
         -30           5
         -30           6
         -30           7
         -30           8
         -30           9
         -30          32
         -30          33
         -29         -34
         -29         -33
         -29         -12
         -29         -11
         -29         -10
         -29          10
         -29          11
         -29          12
         -29          33
         -29          34
         -28         -35
         -28         -34
         -28         -14
         -28         -13
         -28          13
         -28          14
         -28          34
         -28          35
         -27         -35
         -27         -34
         -27         -16
         -27         -15
         -27          15
         -27          16
         -27          34
         -27          35
         -26         -36
         -26         -35
         -26         -18
         -26         -17
         -26          17
         -26          18
         -26          35
         -26          36
         -25         -36
         -25         -19
         -25          19
         -25          36
         -24         -37
         -24         -36
         -24         -21
         -24         -20
         -24          20
         -24          21
         -24          36
         -24          37
         -23         -37
         -23         -22
