         -23         -21
         -23          -1
         -23           0
         -23           1
         -23          21
         -23          22
         -23          37
         -22         -38
         -22         -37
         -22         -23
         -22         -22
         -22          -7
         -22          -6
         -22          -5
         -22           5
         -22           6
         -22           7
         -22          22
         -22          23
         -22          37
         -22          38
         -21         -38
         -21         -37
         -21         -24
         -21         -23
         -21         -10
         -21          -9
         -21           9
         -21          10
         -21          23
         -21          24
         -21          37
         -21          38
         -20         -38
         -20         -24
         -20         -12
         -20          12
         -20          24
         -20          38
         -19         -39
         -19         -38
         -19         -25
         -19         -14
         -19         -13
         -19          13
         -19          14
         -19          25
         -19          38
         -19          39
         -18         -39
         -18         -26
         -18         -15
         -18          15
         -18          26
         -18          39
         -17         -39
         -17         -26
         -17         -16
         -17          16
         -17          26
         -17          39
         -16         -39
         -16         -27
         -16         -17
         -16          -6
         -16          -5
         -16          -4
         -16           4
         -16           5
         -16           6
         -16          17
         -16          27
         -16          39
         -15         -40
         -15         -39
         -15         -27
         -15         -18
         -15          -9
         -15           9
         -15          18
         -15          27
         -15          39
         -15          40
         -14         -40
         -14         -28
         -14         -19
         -14         -11
         -14          11
         -14          19
         -14          28
         -14          40
         -13         -40
         -13         -28
         -13         -19
         -13         -12
         -13          12
         -13          19
         -13          28
         -13          40
         -12         -40
         -12         -29
         -12         -20
         -12         -13
         -12          13
         -12          20
         -12          29
         -12          40
         -11         -40
         -11         -29
         -11         -14
         -11          -8
         -11          -7
         -11          -6
         -11          -5
         -11          -4
         -11          -3
         -11          -2
         -11          -1
         -11           0
         -11           1
         -11           2
         -11           3
         -11           4
         -11           5
         -11           6
         -11           7
         -11           8
         -11          14
         -11          29
         -11          40
         -10         -40
         -10         -29
         -10         -21
         -10          21
         -10          29
         -10          40
          -9         -41
          -9         -40
          -9         -30
          -9         -21
          -9         -15
          -9          15
          -9          21
          -9          30
          -9          40
          -9          41
          -8         -41
          -8         -30
          -8         -11
          -8          11
          -8          30
          -8          41
          -7         -41
          -7         -30
          -7         -22
          -7         -11
          -7          11
          -7          22
          -7          30
          -7          41
          -6         -41
          -6         -30
          -6         -22
          -6         -16
          -6         -11
          -6          11
          -6          16
          -6          22
          -6          30
          -6          41
          -5         -41
          -5         -30
          -5         -22
          -5         -16
          -5         -11
          -5          11
          -5          16
          -5          22
          -5          30
          -5          41
          -4         -41
          -4         -16
          -4         -11
          -4          11
          -4          16
          -4          41
          -3         -41
          -3         -31
          -3         -11
          -3          11
          -3          31
          -3          41
          -2         -41
          -2         -31
          -2         -11
          -2          11
          -2          31
          -2          41
          -1         -41
          -1         -31
          -1         -23
          -1         -11
          -1          11
          -1          23
          -1          31
          -1          41
           0         -41
           0         -31
           0         -23
           0         -11
           0          11
           0          23
           0          31
           0          41
           1         -41
           1         -31
           1         -23
           1         -11
           1          11
           1          23
           1          31
           1          41
           2         -41
           2         -31
           2         -11
           2          11
           2          31
           2          41
           3         -41
           3         -31
           3         -11
           3          11
           3          31
           3          41
           4         -41
           4         -16
           4         -11
           4          11
           4          16
           4          41
           5         -41
           5         -30
           5         -22
           5         -16
           5         -11
           5          11
           5          16
           5          22
           5          30
           5          41
           6         -41
           6         -30
           6         -22
           6         -16
           6         -11
           6          11
           6          16
           6          22
           6          30
           6          41
           7         -41
           7         -30
           7         -22
           7         -11
           7          11
           7          22
           7          30
           7          41
           8         -41
           8         -30
           8         -11
           8          11
           8          30
           8          41
           9         -41
           9         -40
           9         -30
           9         -21
           9         -15
           9          15
           9          21
           9          30
           9          40
           9          41
          10         -40
          10         -29
          10         -21
          10          21
          10          29
          10          40
          11         -40
          11         -29
          11         -14
          11          -8
          11          -7
          11          -6
          11          -5
          11          -4
          11          -3
          11          -2
          11          -1
          11           0
          11           1
          11           2
          11           3
          11           4
          11           5
          11           6
          11           7
          11           8
          11          14
          11          29
          11          40
          12         -40
          12         -29
          12         -20
          12         -13
          12          13
          12          20
          12          29
          12          40
          13         -40
          13         -28
          13         -19
          13         -12
          13          12
          13          19
          13          28
          13          40
          14         -40
          14         -28
          14         -19
          14         -11
          14          11
          14          19
          14          28
          14          40
          15         -40
          15         -39
          15         -27
          15         -18
          15          -9
          15           9
          15          18
          15          27
          15          39
          15          40
          16         -39
          16         -27
          16         -17
          16          -6
          16          -5
          16          -4
          16           4
          16           5
          16           6
          16          17
          16          27
          16          39
          17         -39
          17         -26
          17         -16
          17          16
          17          26
          17          39
          18         -39
          18         -26
          18         -15
          18          15
          18          26
          18          39
          19         -39
          19         -38
          19         -25
          19         -14
          19         -13
          19          13
          19          14
          19          25
          19          38
          19          39
          20         -38
          20         -24
          20         -12
          20          12
          20          24
          20          38
          21         -38
          21         -37
          21         -24
          21         -23
          21         -10
          21          -9
          21           9
          21          10
          21          23
          21          24
          21          37
          21          38
          22         -38
          22         -37
          22         -23
          22         -22
          22          -7
          22          -6
          22          -5
          22           5
          22           6
          22           7
          22          22
          22          23
          22          37
          22          38
          23         -37
          23         -22
          23         -21
          23          -1
          23           0
          23           1
          23          21
          23          22
          23          37
          24         -37
          24         -36
          24         -21
          24         -20
          24          20
          24          21
          24          36
          24          37
          25         -36
          25         -19
          25          19
          25          36
          26         -36
          26         -35
          26         -18
          26         -17
          26          17
          26          18
          26          35
          26          36
          27         -35
          27         -34
          27         -16
          27         -15
          27          15
          27          16
          27          34
          27          35
          28         -35
          28         -34
          28         -14
          28         -13
          28          13
          28          14
          28          34
          28          35
          29         -34
          29         -33
          29         -12
          29         -11
          29         -10
          29          10
          29          11
          29          12
          29          33
          29          34
          30         -33
          30         -32
          30          -9
          30          -8
          30          -7
          30          -6
          30          -5
          30           5
          30           6
          30           7
          30           8
          30           9
          30          32
          30          33
          31         -32
          31         -31
          31          -3
          31          -2
          31          -1
          31           0
          31           1
          31           2
          31           3
          31          31
          31          32
          32         -31
          32         -30
          32          30
          32          31
          33         -30
          33         -29
          33          29
          33          30
          34         -29
          34         -28
          34         -27
          34          27
          34          28
          34          29
          35         -28
          35         -27
          35         -26
          35          26
          35          27
          35          28
          36         -26
          36         -25
          36         -24
          36          24
          36          25
          36          26
          37         -24
          37         -23
          37         -22
          37         -21
          37          21
          37          22
          37          23
          37          24
          38         -22
          38         -21
          38         -20
          38         -19
          38          19
          38          20
          38          21
          38          22
          39         -19
          39         -18
          39         -17
          39         -16
          39         -15
          39          15
          39          16
          39          17
          39          18
          39          19
          40         -15
          40         -14
          40         -13
          40         -12
          40         -11
          40         -10
          40          -9
          40           9
          40          10
          40          11
          40          12
          40          13
          40          14
          40          15
          41          -9
          41          -8
          41          -7
          41          -6
          41          -5
          41          -4
          41          -3
          41          -2
          41          -1
          41           0
          41           1
          41           2
          41           3
          41           4
          41           5
          41           6
          41           7
          41           8
          41           9
